"county","year","var_name","magnitude","temporal","value","category"
"Sligo","2016-2022","built_none","absolute","change",-804,"built"
"Sligo","2016-2022","built_none","relative","change",-56.86,"built"
"Sligo","2016-2022","built_p19_70","absolute","change",207,"built"
"Sligo","2016-2022","built_p19_70","relative","change",2.98,"built"
"Sligo","2016-2022","built_p2016","absolute","change",723,"built"
"Sligo","2016-2022","built_p2016","relative","change",Inf,"built"
"Sligo","2016-2022","built_y70_90","absolute","change",500,"built"
"Sligo","2016-2022","built_y70_90","relative","change",8.82,"built"
"Sligo","2016-2022","built_y91_15","absolute","change",1414,"built"
"Sligo","2016-2022","built_y91_15","relative","change",13.18,"built"
"Sligo","2016-2022","house_all","absolute","change",2040,"house_type"
"Sligo","2016-2022","house_all","relative","change",8.24,"house_type"
"Sligo","2016-2022","house_apart","absolute","change",642,"house_type"
"Sligo","2016-2022","house_apart","relative","change",41.26,"house_type"
"Sligo","2016-2022","house_detach","absolute","change",865,"house_type"
"Sligo","2016-2022","house_detach","relative","change",6.08,"house_type"
"Sligo","2016-2022","house_none","absolute","change",-253,"house_type"
"Sligo","2016-2022","house_none","relative","change",-100,"house_type"
"Sligo","2016-2022","house_scheme","absolute","change",786,"house_type"
"Sligo","2016-2022","house_scheme","relative","change",9.01,"house_type"
"Sligo","2016-2022","tenure_all","absolute","change",2040,"tenure"
"Sligo","2016-2022","tenure_all","relative","change",8.24,"tenure"
"Sligo","2016-2022","tenure_mort","absolute","change",-323,"tenure"
"Sligo","2016-2022","tenure_mort","relative","change",-4.62,"tenure"
"Sligo","2016-2022","tenure_other","absolute","change",558,"tenure"
"Sligo","2016-2022","tenure_other","relative","change",51.01,"tenure"
"Sligo","2016-2022","tenure_owner","absolute","change",1143,"tenure"
"Sligo","2016-2022","tenure_owner","relative","change",11.26,"tenure"
"Sligo","2016-2022","tenure_rent","absolute","change",469,"tenure"
"Sligo","2016-2022","tenure_rent","relative","change",11.85,"tenure"
"Sligo","2016-2022","tenure_social","absolute","change",193,"tenure"
"Sligo","2016-2022","tenure_social","relative","change",7.55,"tenure"
"South Dublin","2016-2022","All types of sewerage","absolute","change",7869,"sewerage"
"South Dublin","2016-2022","All types of sewerage","relative","change",8.52,"sewerage"
"South Dublin","2016-2022","Individual septic tank","absolute","change",181,"sewerage"
"South Dublin","2016-2022","Individual septic tank","relative","change",10.39,"sewerage"
"South Dublin","2016-2022","Individual treatment not septic tank","absolute","change",37,"sewerage"
"South Dublin","2016-2022","Individual treatment not septic tank","relative","change",15.61,"sewerage"
"South Dublin","2016-2022","No sewerage facility","absolute","change",234,"sewerage"
"South Dublin","2016-2022","No sewerage facility","relative","change",585,"sewerage"
"South Dublin","2016-2022","Not stated","absolute","change",-2242,"sewerage"
"South Dublin","2016-2022","Not stated","relative","change",-49.56,"sewerage"
"South Dublin","2016-2022","Other type of sewage","absolute","change",116,"sewerage"
"South Dublin","2016-2022","Other type of sewage","relative","change",51.1,"sewerage"
"South Dublin","2016-2022","Public scheme","absolute","change",9543,"sewerage"
"South Dublin","2016-2022","Public scheme","relative","change",11.15,"sewerage"
"South Dublin","2016-2022","built_all","absolute","change",7869,"built"
"South Dublin","2016-2022","built_all","relative","change",8.52,"built"
"South Dublin","2016-2022","built_none","absolute","change",-4258,"built"
"South Dublin","2016-2022","built_none","relative","change",-68.87,"built"
"South Dublin","2016-2022","built_p19_70","absolute","change",582,"built"
"South Dublin","2016-2022","built_p19_70","relative","change",3.35,"built"
"South Dublin","2016-2022","built_p2016","absolute","change",6945,"built"
"South Dublin","2016-2022","built_p2016","relative","change",Inf,"built"
"South Dublin","2016-2022","built_y70_90","absolute","change",1999,"built"
"South Dublin","2016-2022","built_y70_90","relative","change",5.79,"built"
"South Dublin","2016-2022","built_y91_15","absolute","change",2601,"built"
"South Dublin","2016-2022","built_y91_15","relative","change",7.58,"built"
"South Dublin","2016-2022","house_all","absolute","change",7869,"house_type"
"South Dublin","2016-2022","house_all","relative","change",8.52,"house_type"
"South Dublin","2016-2022","house_apart","absolute","change",1116,"house_type"
"South Dublin","2016-2022","house_apart","relative","change",8.72,"house_type"
"South Dublin","2016-2022","house_detach","absolute","change",-1488,"house_type"
"South Dublin","2016-2022","house_detach","relative","change",-15.38,"house_type"
"South Dublin","2016-2022","house_none","absolute","change",-1362,"house_type"
"South Dublin","2016-2022","house_none","relative","change",-100,"house_type"
"South Dublin","2016-2022","house_scheme","absolute","change",9603,"house_type"
"South Dublin","2016-2022","house_scheme","relative","change",14.01,"house_type"
"South Dublin","2016-2022","tenure_all","absolute","change",7869,"tenure"
"South Dublin","2016-2022","tenure_all","relative","change",8.52,"tenure"
"South Dublin","2016-2022","tenure_mort","absolute","change",358,"tenure"
"South Dublin","2016-2022","tenure_mort","relative","change",1.04,"tenure"
"South Dublin","2016-2022","tenure_other","absolute","change",1129,"tenure"
"South Dublin","2016-2022","tenure_other","relative","change",32.45,"tenure"
"South Dublin","2016-2022","tenure_owner","absolute","change",3465,"tenure"
"South Dublin","2016-2022","tenure_owner","relative","change",12.12,"tenure"
"South Dublin","2016-2022","tenure_rent","absolute","change",597,"tenure"
"South Dublin","2016-2022","tenure_rent","relative","change",3.95,"tenure"
"South Dublin","2016-2022","tenure_social","absolute","change",2320,"tenure"
"South Dublin","2016-2022","tenure_social","relative","change",21.24,"tenure"
"State","2016-2022","All types of sewerage","absolute","change",139063,"sewerage"
"State","2016-2022","All types of sewerage","relative","change",8.19,"sewerage"
"State","2016-2022","Individual septic tank","absolute","change",29012,"sewerage"
"State","2016-2022","Individual septic tank","relative","change",6.62,"sewerage"
"State","2016-2022","Individual treatment not septic tank","absolute","change",8316,"sewerage"
"State","2016-2022","Individual treatment not septic tank","relative","change",16.39,"sewerage"
"State","2016-2022","No sewerage facility","absolute","change",2547,"sewerage"
"State","2016-2022","No sewerage facility","relative","change",112.4,"sewerage"
"State","2016-2022","Not stated","absolute","change",-35533,"sewerage"
"State","2016-2022","Not stated","relative","change",-45.66,"sewerage"
"State","2016-2022","Other type of sewage","absolute","change",1129,"sewerage"
"State","2016-2022","Other type of sewage","relative","change",11.17,"sewerage"
"State","2016-2022","Public scheme","absolute","change",133592,"sewerage"
"State","2016-2022","Public scheme","relative","change",11.94,"sewerage"
"State","2016-2022","built_all","absolute","change",139063,"built"
"State","2016-2022","built_all","relative","change",8.19,"built"
"State","2016-2022","built_none","absolute","change",-71013,"built"
"State","2016-2022","built_none","relative","change",-62.23,"built"
"State","2016-2022","built_p19_70","absolute","change",30023,"built"
"State","2016-2022","built_p19_70","relative","change",6.09,"built"
"State","2016-2022","built_p2016","absolute","change",93128,"built"
"State","2016-2022","built_p2016","relative","change",Inf,"built"
"State","2016-2022","built_y70_90","absolute","change",25772,"built"
"State","2016-2022","built_y70_90","relative","change",6.7,"built"
"State","2016-2022","built_y91_15","absolute","change",61153,"built"
"State","2016-2022","built_y91_15","relative","change",8.66,"built"
"State","2016-2022","house_all","absolute","change",139063,"house_type"
"State","2016-2022","house_all","relative","change",8.19,"house_type"
"State","2016-2022","house_apart","absolute","change",36813,"house_type"
"State","2016-2022","house_apart","relative","change",18.03,"house_type"
"State","2016-2022","house_detach","absolute","change",41527,"house_type"
"State","2016-2022","house_detach","relative","change",5.81,"house_type"
"State","2016-2022","house_none","absolute","change",-21870,"house_type"
"State","2016-2022","house_none","relative","change",-100,"house_type"
"State","2016-2022","house_scheme","absolute","change",82593,"house_type"
"State","2016-2022","house_scheme","relative","change",10.92,"house_type"
"State","2016-2022","tenure_all","absolute","change",139063,"tenure"
"State","2016-2022","tenure_all","relative","change",8.19,"tenure"
"State","2016-2022","tenure_mort","absolute","change",-4468,"tenure"
"State","2016-2022","tenure_mort","relative","change",-0.83,"tenure"
"State","2016-2022","tenure_other","absolute","change",31657,"tenure"
"State","2016-2022","tenure_other","relative","change",39.35,"tenure"
"State","2016-2022","tenure_owner","absolute","change",67841,"tenure"
"State","2016-2022","tenure_owner","relative","change",11.09,"tenure"
"State","2016-2022","tenure_rent","absolute","change",20904,"tenure"
"State","2016-2022","tenure_rent","relative","change",6.75,"tenure"
"State","2016-2022","tenure_social","absolute","change",23129,"tenure"
"State","2016-2022","tenure_social","relative","change",14.46,"tenure"
"Tipperary","2016-2022","All types of sewerage","absolute","change",2985,"sewerage"
"Tipperary","2016-2022","All types of sewerage","relative","change",5.05,"sewerage"
"Tipperary","2016-2022","Individual septic tank","absolute","change",1224,"sewerage"
"Tipperary","2016-2022","Individual septic tank","relative","change",4.98,"sewerage"
"Tipperary","2016-2022","Individual treatment not septic tank","absolute","change",372,"sewerage"
"Tipperary","2016-2022","Individual treatment not septic tank","relative","change",18.92,"sewerage"
"Tipperary","2016-2022","No sewerage facility","absolute","change",24,"sewerage"
"Tipperary","2016-2022","No sewerage facility","relative","change",25.53,"sewerage"
"Tipperary","2016-2022","Not stated","absolute","change",-992,"sewerage"
"Tipperary","2016-2022","Not stated","relative","change",-51.45,"sewerage"
"Tipperary","2016-2022","Other type of sewage","absolute","change",18,"sewerage"
"Tipperary","2016-2022","Other type of sewage","relative","change",5.75,"sewerage"
"Tipperary","2016-2022","Public scheme","absolute","change",2339,"sewerage"
"Tipperary","2016-2022","Public scheme","relative","change",7.74,"sewerage"
"Tipperary","2016-2022","built_all","absolute","change",2985,"built"
"Tipperary","2016-2022","built_all","relative","change",5.05,"built"
"Tipperary","2016-2022","built_none","absolute","change",-1667,"built"
"Tipperary","2016-2022","built_none","relative","change",-53.93,"built"
"Tipperary","2016-2022","built_p19_70","absolute","change",816,"built"
"Tipperary","2016-2022","built_p19_70","relative","change",4.1,"built"
"Tipperary","2016-2022","built_p2016","absolute","change",1434,"built"
"Tipperary","2016-2022","built_p2016","relative","change",Inf,"built"
"Tipperary","2016-2022","built_y70_90","absolute","change",890,"built"
"Tipperary","2016-2022","built_y70_90","relative","change",7.06,"built"
"Tipperary","2016-2022","built_y91_15","absolute","change",1512,"built"
"Tipperary","2016-2022","built_y91_15","relative","change",6.45,"built"
"Tipperary","2016-2022","house_all","absolute","change",2985,"house_type"
"Tipperary","2016-2022","house_all","relative","change",5.05,"house_type"
"Tipperary","2016-2022","house_apart","absolute","change",581,"house_type"
"Tipperary","2016-2022","house_apart","relative","change",27.3,"house_type"
"Tipperary","2016-2022","house_detach","absolute","change",1903,"house_type"
"Tipperary","2016-2022","house_detach","relative","change",5.53,"house_type"
"Tipperary","2016-2022","house_none","absolute","change",-814,"house_type"
"Tipperary","2016-2022","house_none","relative","change",-100,"house_type"
"Tipperary","2016-2022","house_scheme","absolute","change",1315,"house_type"
"Tipperary","2016-2022","house_scheme","relative","change",6.05,"house_type"
"Tipperary","2016-2022","tenure_all","absolute","change",2985,"tenure"
"Tipperary","2016-2022","tenure_all","relative","change",5.05,"tenure"
"Tipperary","2016-2022","tenure_mort","absolute","change",-1360,"tenure"
"Tipperary","2016-2022","tenure_mort","relative","change",-7.72,"tenure"
"Tipperary","2016-2022","tenure_other","absolute","change",1325,"tenure"
"Tipperary","2016-2022","tenure_other","relative","change",48.98,"tenure"
"Tipperary","2016-2022","tenure_owner","absolute","change",2354,"tenure"
"Tipperary","2016-2022","tenure_owner","relative","change",9.64,"tenure"
"Tipperary","2016-2022","tenure_rent","absolute","change",442,"tenure"
"Tipperary","2016-2022","tenure_rent","relative","change",5.6,"tenure"
"Tipperary","2016-2022","tenure_social","absolute","change",224,"tenure"
"Tipperary","2016-2022","tenure_social","relative","change",3.48,"tenure"
"Waterford City and County","2016-2022","All types of sewerage","absolute","change",4227,"sewerage"
"Waterford City and County","2016-2022","All types of sewerage","relative","change",9.73,"sewerage"
"Waterford City and County","2016-2022","Individual septic tank","absolute","change",792,"sewerage"
